educ,R1 - R400,r1,R401 - R800,r2,R801 - R1 600,r3,No income,r0,R1 601 - R3 200,r4,R3 201 - R6 400,r5,R6 401 - R12 800,r6,R12 801 - R25 600,r7,R25 601 - R51 200,r8,R51 201 - R102 400,r9,R102 401 - R204 800,r10,R204 801 or more,r11,Total,first,second,third,r_len,year,sex,color,state
No schooling,34462833,8.94459945,164695625,42.74565578,35559851,9.229323187,57664918,14.96654654,10803829,2.804062073,1219064,0.316399966,3551847,0.921858302,1113719,0.289058371,1113719,0.289058371,0,0,1429219,0.370944301,1113719,0.289058371,385292077,7,16,32,12,2001,Female,Black African,Western Cape
Some primary,50633585,2.937894006,277610893,16.10771543,181424196,10.52670985,864082163,50.13632369,25181506,1.461097324,6989975,0.405576766,3341157,0.193862732,1429219,0.082927052,1219064,0.070733305,1219064,0.070733305,1429219,0.082927052,0,0,1723465343,7,16,32,12,2001,Female,Black African,Western Cape
Complete primary,44895077,6.333310808,182584576,25.7570528,45843857,6.467154406,14969971,2.111801237,3531444,0.498177839,5454876,0.769514776,2648283,0.373591059,1429219,0.201618724,1113719,0.157111404,1093316,0.15423317,1219064,0.171972335,0,0,708872158,7,16,32,12,2001,Female,Black African,Western Cape
Some secondary,88773391,16.73792293,236816028,44.65086193,73240244,13.80920054,6865760416,1294.515929,63392696,11.95247864,27107292,5.110988317,1219064,0.229850398,1429219,0.269474413,1113719,0.209987954,1,1.89E-07,1429219,0.269474413,1219064,0.229850398,530372803,7,16,32,12,2001,Female,Black African,Western Cape
Grade 12/Std 10,9225252,6.303293273,315497616,215.5685287,256812329,175.4709168,373876143,255.4565422,10408307,7.111633536,122605869,83.77231856,25004036,17.08438663,1113719,0.760965389,1113719,0.760965389,1429219,0.976535547,1093316,0.74702473,1,6.83E-07,146356065,7,16,32,12,2001,Female,Black African,Western Cape
Higher,14578518,7.799766468,5548192,2.968381417,3227438,1.726736743,51685721,27.65278017,29567912,15.8193589,116590012,62.37773045,51060907,27.31849357,2227438,1.191718954,2438128,1.304441852,2438128,1.304441852,1113719,0.595859477,1219064,0.652220926,186909673,7,16,32,12,2001,Female,Black African,Western Cape
No schooling,470718,0.203408679,70750107,30.57283942,5566615,2.405469528,114120391,49.3141924,1144952,0.494761565,10171513,4.395357786,1119461,0.483746285,2289904,0.989523129,1144952,0.494761565,0,0,150014,0.064824693,1144952,0.494761565,231414904,7,16,27,12,2001,Female,Coloured,Eastern Cape
Some primary,130451496,28.98916716,140018229,31.11510385,23254228,5.167596565,373445605,82.98775713,14713933,3.269756778,37053852,8.234173945,1144952,0.254433302,1144952,0.254433302,1144952,0.254433302,1,2.22E-07,1144952,0.254433302,0,0,450000841,7,16,27,12,2001,Female,Coloured,Eastern Cape
Complete primary,37981563,7.947986657,27664128,5.788969775,5423087,1.134830157,41476476,8.679328911,4775505,0.999317748,3434856,0.718774782,1144952,0.239591594,1144952,0.239591594,1144952,0.239591594,0,0,1144952,0.239591594,1144952,0.239591594,477876532,7,16,27,12,2001,Female,Coloured,Eastern Cape
Some secondary,137909227,31.1681509,211355654,47.76739788,117819879,26.62786129,1087345146,245.7452509,199409484,45.0675058,13936467,3.149708804,5720637,1.292891572,2289904,0.517529356,2289904,0.517529356,1144952,0.258764678,2289904,0.517529356,1144952,0.258764678,442468427,7,16,27,12,2001,Female,Coloured,Eastern Cape
Grade 12/Std 10,2645092,0.486896678,138629221,25.51824557,110519434,20.34392198,18016135,3.31632937,5566615,1.024677536,1144952,0.210757632,4579808,0.843030527,1144952,0.210757632,2289904,0.421515263,1144952,0.210757632,1144952,0.210757632,1144952,0.210757632,543255298,7,16,27,12,2001,Female,Coloured,Eastern Cape
Higher,2314994,1.009235008,150014,0.06539947,15081419,6.574831739,13739424,5.989781266,34058656,14.84806784,64669263,28.1929388,1244952,0.542744017,1144952,0.499148439,1144952,0.499148439,986807,0.430204212,1144952,0.499148439,0,0,229381064,7,16,27,12,2001,Female,Coloured,Eastern Cape
No schooling,22760148,24.53340114,2520003,2.716337541,3437418,3.705228747,48966648,52.78166107,2860664,3.08353959,4583224,4.940304996,1145806,1.235076249,1145806,1.235076249,0,0,0,0,0,0,0,0,92772086,7,16,27,10,2001,Female,Coloured,Free State
Some primary,7589694,54.4150643,33828456,242.5364723,572903,4.107484911,75913798,544.2715081,1145806,8.214969822,1145806,8.214969822,1145806,8.214969822,1145806,8.214969822,0,0,0,0,1860664,13.34021519,0,0,13947781,7,16,27,10,2001,Female,Coloured,Free State
Complete primary,300647,0.612241066,12172918,24.78907255,1145806,2.333332736,35103432,71.48503938,1145806,2.333332736,1145806,2.333332736,1145806,2.333332736,0,0,0,0,0,0,0,0,0,0,49105984,7,16,27,10,2001,Female,Coloured,Free State
Some secondary,18616806,11.60173212,42849098,26.70295628,8020642,4.998351486,111782218,69.66110886,1145806,0.714050212,11130148,6.936151969,1145806,0.714050212,1145806,0.714050212,1860664,1.159539681,1145806,0.714050212,1860664,1.159539681,1145806,0.714050212,160465746,7,16,27,10,2001,Female,Coloured,Free State
Grade 12/Std 10,2046453,1.259997958,13318724,8.200317838,48342106,29.76416015,28123986,17.31589483,43904688,27.03204873,2592259,1.596049871,5583224,3.437582411,1145806,0.705470988,1145806,0.705470988,1145806,0.705470988,0,0,0,0,162417168,7,16,27,10,2001,Female,Coloured,Free State
Higher,1145806,14.28571429,206206,2.570941329,1145806,14.28571429,15318724,190.9912448,3437418,42.85714286,1145806,14.28571429,3322642,41.42613521,1145806,14.28571429,103103,1.285470664,1145806,14.28571429,1145806,14.28571429,1145806,14.28571429,8020642,7,16,27,10,2001,Female,Coloured,Free State
No schooling,6866801,6.927229858,17550362,17.70480777,229173,0.231189756,74213282,74.86636979,5429206,5.476983811,4594951,4.635387244,3472068,3.502622709,2508796,2.530873774,1157356,1.167540903,1145865,1.15594878,1,1.01E-06,0,0,99127662,7,16,27,7,2001,Female,Coloured,Gauteng
Some primary,21452995,11.81175499,27864094,15.34162719,458346,0.252359666,8010885,4.410694679,1257356,0.692284737,3384873,1.863669411,1099157,0.605182315,1254398,0.690656099,1157356,0.637225968,1145865,0.630899165,1227517,0.675855751,0,0,181624111,7,16,27,7,2001,Female,Coloured,Gauteng
Complete primary,11396324,77.28490049,18261238,123.8397541,19600563,132.9224723,87841113,595.700129,10035184,68.05424248,1254398,8.506780309,1145865,7.770756825,2283341,15.48462311,1145865,7.770756825,0,0,1145865,7.770756825,0,0,14745861,7,16,27,7,2001,Female,Coloured,Gauteng
Some secondary,31692467,9.170230129,26348069,7.623826071,98057889,28.37309598,663524606,191.9911546,204259472,59.10257362,13312785,3.852060558,52482131,15.18572912,229173,0.066311315,3472068,1.004644497,229173,0.066311315,1157356,0.334881499,1157356,0.334881499,345601654,7,16,27,7,2001,Female,Coloured,Gauteng
Grade 12/Std 10,329173,0.022087027,20415648,1.369860144,19145096,1.284607962,552444994,37.06825172,429266862,28.80317908,36354772,2.43935207,17843657,1.197283307,1836034,0.123195198,2391874,0.16049125,2508796,0.168336545,1137476,0.076322977,1157356,0.077656896,1490345426,7,16,27,7,2001,Female,Coloured,Gauteng
Higher,1,3.19E-07,329173,0.105043568,11211547,3.577756696,120930601,38.59059481,19675052,6.278575921,110085525,35.12978398,687519,0.219396637,14730916,4.700835073,8101492,2.585295968,1145865,0.365661061,4472068,1.427097548,1157356,0.369327995,313368067,7,16,27,7,2001,Female,Coloured,Gauteng
No schooling,5278513,25.73461454,9030442,44.0265931,1338407,6.525206672,14628718,71.32016517,151511,0.738669619,1384581,6.750321225,151511,0.738669619,151511,0.738669619,0,0,0,0,0,0,0,0,20511335,7,16,27,13,2001,Female,Coloured,KwaZulu-Natal
Some primary,2676814,4.594030507,2933688,5.034885565,2676814,4.594030507,8955327,15.3694076,3896886,6.687955594,151511,0.260027838,1338407,2.297015253,151511,0.260027838,151511,0.260027838,0,0,151511,0.260027838,0,0,58267223,7,16,27,13,2001,Female,Coloured,KwaZulu-Natal
Complete primary,303022,0.945117045,6445976,20.10481679,1338407,4.174453569,20283395,63.26333519,7800034,24.32808538,1107999,3.455817536,151511,0.472558523,0,0,1338407,4.174453569,0,0,151511,0.472558523,0,0,32061849,7,16,27,13,2001,Female,Coloured,KwaZulu-Natal
Some secondary,37100879,7.477895627,34576959,6.96918503,5011264,1.010049092,490386068,98.84013351,13356409,2.692061082,23319539,4.700187258,857555,0.172845144,2722988,0.548833898,1,2.02E-07,151511,0.030537914,151511,0.030537914,0,0,496140637,7,16,27,13,2001,Female,Coloured,KwaZulu-Natal
Grade 12/Std 10,13870195,11.83905257,31027852,26.48415332,9409412,8.031503763,15307835,13.06616549,4015221,3.427234621,512322,0.437297896,1338407,1.14241154,606044,0.517295307,151511,0.129323827,151511,0.129323827,151511,0.129323827,151511,0.129323827,117156292,7,16,27,13,2001,Female,Coloured,KwaZulu-Natal
Higher,303022,0.160730005,251511,0.133407357,7479018,3.967047267,44841658,23.78507136,36548418,19.38614157,44764151,23.74395982,2372665,1.258517389,1107999,0.587708761,151511,0.080365002,1,5.30E-07,151511,0.080365002,0,0,188528583,7,16,27,13,2001,Female,Coloured,KwaZulu-Natal
No schooling,1090301,18.83682741,2411408,41.66122594,1032033,17.83014736,1061645,18.34174566,109784,1.896707661,1111872,19.20950358,1111872,19.20950358,0,0,0,0,0,0,0,0,0,0,5788135,7,16,27,7,2001,Female,Coloured,Limpopo
Some primary,2202173,689.1093601,1061645,332.2125494,1061645,332.2125494,9256272,2896.495269,1,0.000312922,0,0,1,0.000312922,0,0,0,0,0,0,0,0,0,0,319568,7,16,27,7,2001,Female,Coloured,Limpopo
Complete primary,109784,2.55310856,2411408,56.07908627,1061645,24.68934396,3184935,74.06803189,1061645,24.68934396,1,2.33E-05,1061645,24.68934396,0,0,0,0,0,0,0,0,0,0,4300013,7,16,27,7,2001,Female,Coloured,Limpopo
Some secondary,1111872,7.226487084,1061645,6.900042344,3509248,22.80796292,6556778,42.6150416,1090301,7.086288794,1061645,6.900042344,322113,2.093537236,1061645,6.900042344,0,0,0,0,1114189,7.241546165,3411408,22.17206284,15386065,7,16,27,7,2001,Female,Coloured,Limpopo
Grade 12/Std 10,2411408,75.71294234,1061645,33.33333333,1,3.14E-05,12507696,392.7143254,4405392,138.3196831,1061645,33.33333333,109784,3.446977725,109784,3.446977725,1,3.14E-05,0,0,0,0,0,0,3184935,7,16,27,7,2001,Female,Coloured,Limpopo
Higher,1111872,104.7310542,1061645,100,109784,10.34093317,319568,30.10121086,2262538,213.1162488,1164698,109.7069171,212329,20,1,9.42E-05,109784,10.34093317,1111872,104.7310542,1,9.42E-05,0,0,1061645,7,16,27,7,2001,Female,Coloured,Limpopo
No schooling,2986019,644.6096855,4084862,881.823461,2098843,453.0897245,6439518,1390.13706,2357582,508.9452517,1111872,240.0264232,1178791,254.4726259,0,0,1137354,245.5273741,0,0,0,0,0,0,463229,7,16,27,10,2001,Female,Coloured,Mpumalanga
Some primary,6480955,524.7575378,3414988,276.508739,1098843,88.97240409,891285,72.1666054,2357582,190.8914544,1178791,95.44572718,1032033,83.56285394,0,0,0,0,0,0,0,0,0,0,1235038,7,16,27,10,2001,Female,Coloured,Mpumalanga
Complete primary,1,9.81E-06,3536373,34.67521545,4536373,44.48052034,10609119,104.0256464,1178791,11.55840515,1178791,11.55840515,0,0,0,0,0,0,0,0,0,0,0,0,10198561,7,16,27,10,2001,Female,Coloured,Mpumalanga
Some secondary,475181,1.236273196,5893955,15.33423808,2357582,6.133695232,34457186,89.64688289,1178791,3.066847616,2357582,6.133695232,18819219,48.96175567,1807228,4.701845266,1178791,3.066847616,0,0,0,0,0,0,38436569,7,16,27,10,2001,Female,Coloured,Mpumalanga
Grade 12/Std 10,1178791,1.327392034,5852518,6.590299528,1178791,1.327392034,74695276,84.1115298,8072746,9.090414442,5662188,6.375976102,1178791,1.327392034,1178791,1.327392034,1178791,1.327392034,0,0,0,0,1137354,1.280731393,88805038,7,16,27,10,2001,Female,Coloured,Mpumalanga
Higher,1178791,8.575225078,1178791,8.575225078,2274708,16.54757551,1,7.27E-06,3357582,24.42504343,3536373,25.72567523,2357582,17.15045016,1178791,8.575225078,1178791,8.575225078,2357582,17.15045016,0,0,0,0,13746473,7,16,27,10,2001,Female,Coloured,Mpumalanga
No schooling,6649206,24.90915688,1,3.75E-06,2205972,8.263979583,30740134,115.158234,1128218,4.226513536,2256436,8.453027071,1128218,4.226513536,0,0,1457152,5.458761207,0,0,1128218,4.226513536,0,0,26693822,7,16,27,10,2001,Female,Coloured,North West
Some primary,4411944,16.46099489,5053179,18.85344731,7098242,26.48359211,5498563,20.51517822,1128218,4.209389498,1128218,4.209389498,1,3.73E-06,1128218,4.209389498,1128218,4.209389498,0,0,1128218,4.209389498,0,0,26802414,7,16,27,10,2001,Female,Coloured,North West
Complete primary,564109,1.936185099,1102986,3.785766682,227775,0.78178962,114063315,391.498258,1128218,3.872370197,1128218,3.872370197,0,0,0,0,1128218,3.872370197,0,0,0,0,0,0,29135076,7,16,27,10,2001,Female,Coloured,North West
Some secondary,10555394,6.48725644,15760206,9.686090152,5694375,3.499715017,8823888,5.423087405,16795052,10.32209781,2102986,1.292477521,19243561,11.82693086,6718844,4.129345054,0,0,1128218,0.693393301,1138875,0.699943003,2560138,1.573439298,162709677,7,16,27,10,2001,Female,Coloured,North West
Grade 12/Std 10,6012652,25.43195587,2205972,9.330688449,27333,0.115611489,47922034,202.6977537,21856612,92.44779041,1138875,4.81714537,2128218,9.001809229,1,4.23E-06,1,4.23E-06,1138875,4.81714537,0,0,0,0,23642114,7,16,27,10,2001,Female,Coloured,North West
Higher,1138875,3.882829593,1457152,4.967948991,1086619,3.704670319,1086619,3.704670319,1102986,3.760471238,20009889,68.22082245,3384654,11.53948828,1325224,4.518159556,1128218,3.846496093,1128218,3.846496093,0,0,0,0,29331058,7,16,27,10,2001,Female,Coloured,North West
No schooling,18481007,10.00677028,23451526,12.6981194,8747635,4.736515384,190297861,103.0391353,5324759,2.883156753,1106805,0.599293284,1106805,0.599293284,3265862,1.768341455,1,5.41E-07,0,0,221361,0.119858657,0,0,184685033,7,16,27,13,2001,Female,Coloured,Northern Cape
Some primary,132144106,27.42920416,61292472,12.72250257,32404083,6.726128278,28618279,5.94030745,542722,0.112653019,1576538,0.327242614,221361,0.04594799,1106805,0.22973995,1265862,0.262755474,1106805,0.22973995,1106805,0.22973995,1106805,0.22973995,481764273,7,16,27,13,2001,Female,Coloured,Northern Cape
Complete primary,33274913,10.04390285,102128454,30.82707595,15969347,4.820285176,208026089,62.79186451,7747635,2.33859344,3320415,1.002254332,1106805,0.334084777,2,6.04E-07,1106805,0.334084777,0,0,1106805,0.334084777,1106805,0.334084777,331294652,7,16,27,13,2001,Female,Coloured,Northern Cape
Some secondary,9961245,3.978736281,152349214,60.85156475,106346408,42.47705099,751724558,300.2550155,35152304,14.04058903,26400325,10.54485969,221361,0.088416362,1106805,0.442081809,1106805,0.442081809,1106805,0.442081809,221361,0.088416362,1,3.99E-07,250362032,7,16,27,13,2001,Female,Coloured,Northern Cape
Grade 12/Std 10,1106805,2.997624634,17602075,47.67272793,7747635,20.98337244,273947181,741.9471526,11542127,31.26021677,21182957,57.37103982,1428166,3.867985402,1106805,2.997624634,9217368,24.96393618,221361,0.599524927,221361,0.599524927,1106805,2.997624634,36922735,7,16,27,13,2001,Female,Coloured,Northern Cape
Higher,221361,0.254911266,1106805,1.27455633,6645174,7.652340375,3068027,3.533028162,21766933,25.06600734,11068575,12.74616788,1106805,1.27455633,2683343,3.090040077,1106805,1.27455633,1,1.15E-06,1265862,1.457720579,1106805,1.27455633,86838453,7,16,27,13,2001,Female,Coloured,Northern Cape
No schooling,144048416,53.28647061,284441863,105.220893,20903179,7.732515667,15929192,5.892535614,5791873,2.1425329,3289888,1.216997209,4454876,1.647950222,1113719,0.411987555,1113719,0.411987555,1357041,0.501997366,1,3.70E-07,0,0,270328311,7,16,27,12,2001,Female,Coloured,Western Cape
Some primary,158021837,6.86227083,638947913,27.74701085,514938857,22.36178217,1803755038,78.33003221,199033255,8.643236441,3383204,0.146919328,1113719,0.048364464,1144944,0.049720443,2227438,0.096728927,2144944,0.093146535,1144944,0.049720443,1144944,0.049720443,2302763049,7,16,27,12,2001,Female,Coloured,Western Cape
Complete primary,96702836,4.254741742,605227066,26.62884531,485104286,21.34367036,95874193,4.218283019,46761657,2.057424396,1344944,0.05917499,2289888,0.100750738,1113719,0.049001528,1357041,0.059707235,2289888,0.100750738,1,4.40E-08,1113719,0.049001528,2272825047,7,16,27,12,2001,Female,Coloured,Western Cape
Some secondary,637564569,6.789655688,151952675,1.618198994,13436892,0.143094323,2195692233,23.38272072,358231177,3.814933368,39700299,0.422782843,88518985,0.942670687,19464048,0.207279687,772472,0.008226334,2289888,0.024385846,5698198,0.060682171,2289888,0.024385846,9390234178,7,16,27,12,2001,Female,Coloured,Western Cape
Grade 12/Std 10,57252087,0.721206852,822678141,10.36330976,159307424,2.006802052,5346805247,67.35392158,1091448942,13.74902639,274909103,3.46304107,271272,0.003417224,796298,0.010030998,796298,0.010030998,4528148,0.057041263,2289888,0.028845812,1144944,0.014422906,7938372587,7,16,27,12,2001,Female,Coloured,Western Cape
Higher,2317416,0.276645855,13230506,1.579416319,120628321,14.4002307,499212569,59.59443109,150616547,17.98013109,123304721,14.71973094,48720639,5.816117109,13344225,1.592991737,572472,0.068339912,1,1.19E-07,1093316,0.130516636,1113719,0.132952282,837683253,7,16,27,12,2001,Female,Coloured,Western Cape
No schooling,1285781,116.0453213,1206678,108.906055,4620034,416.9709539,4583398,413.6644528,3620034,326.7181649,1206678,108.906055,0,0,1206678,108.906055,0,0,0,0,0,0,0,0,1107999,7,16,34,12,2001,Female,Indian or Asian,Eastern Cape
Some primary,1,2.76E-05,4620034,127.6240499,1,2.76E-05,5971664,164.9615446,1206678,33.33333333,1206678,33.33333333,0,0,0,0,1206678,33.33333333,0,0,0,0,0,0,3620034,7,16,34,12,2001,Female,Indian or Asian,Eastern Cape
Complete primary,150014,1.775997526,2413356,28.57142857,1206678,14.28571429,3558308,42.12637624,1206678,14.28571429,1206678,14.28571429,1206678,14.28571429,0,0,0,0,0,0,0,0,0,0,8446746,7,16,34,12,2001,Female,Indian or Asian,Eastern Cape
